English,Farsi,Source
"""%s"" expects at least one argument
","‏«%s» حداقل یک آرگومان می‌خواهد
",Ubuntu
"""%s"" expects all arguments to be strings or one and only one argument to be a boolean false (#f)
","‏«%s» انتظار دارد همه‌ی آرگومان‌ها رشته باشند یا فقط یک آرگومان بولی غلط (#f) باشد
",Ubuntu
"""%s"" expects the first argument to be an ISO 8601 date/time string
","‏«%s» انتظار دارد آرگومان اول یک رشته‌ی تاریخ/زمان ISO 8601 باشد
",Ubuntu
"""%s"" expects the second argument to be an integer
","‏«%s» انتظار دارد آرگومان دوم عدد صحبح باشد
",Ubuntu
"Signing message
","در حال امضا کردن پیغام
",Ubuntu
"Encrypting message
","در حال رمزنگاری پیغام
",Ubuntu
"Decrypting message
","در حال رمزگشایی پیغام
",Ubuntu
"Unable to create cache path
","ایجاد مسیر حافظه‌ی نهان مقدور نیست
",Ubuntu
"Could not remove cache entry: %s: %s
","حذف مدخل حافظه‌ی نهان ممکن نیست: %s‏: %s
",Ubuntu
"Could not write log entry: %s Further operations on this server will not be replayed when you reconnect to the network.
","نوشتن مدخل ثبت وقایع امکان پذیر نبود: %s عملیات بیشتر بر روی این کارگزار پس از برقراری ارتباط مجدد با شبکه از سر گرفته نخواهد شد.
",Ubuntu
"Resynchronizing with server
","همگام‌سازی مجدد با کارگزار
",Ubuntu
"Downloading new messages for offline mode
","بارگیری پیغام‌های جدید برای حالت منفصل
",Ubuntu
"Preparing folder '%s' for offline
","آماده‌سازی پوشه‌ی «%s» برای حالت منفصل
",Ubuntu
"You must be working online to complete this operation
","برای تکمیل این عملیات باید برخط کار کنید
",Ubuntu
"Failed to create child process '%s': %s
","ساختن فراروند فرزند «%s» شکست خورد: %s
",Ubuntu
"Invalid message stream received from %s: %s
","جریان پیغام نامعتبر از %s دریافت شد: %s
",Ubuntu
"Syncing folders
","همگام سازی پوشه‌ها
",Ubuntu
"Error parsing filter: %s: %s
","خطا در تجزیه‌ی صافی: %s: %s
",Ubuntu
"Error executing filter: %s: %s
","خطا در اجرای صافی: %s: %s
",Ubuntu
"Unable to open spool folder
","باز کردن پوشه‌ی قرقره مقدور نیست
",Ubuntu
"Unable to process spool folder
","پردازش پوشه‌ی قرقره مقدور نیست
",Ubuntu
"Getting message %d (%d%%)
","در حال گرفتن پیغام %Id (٪%Id)
",Ubuntu
"Failed on message %d
","شکست در پیغام %Id
",Ubuntu
"Syncing folder
","در حال همگام‌سازی پوشه
",Ubuntu
"Complete
","انجام شده
",Ubuntu
"Getting message %d of %d
","در حال دریافت پیغام %Id از %Id
",Ubuntu
"Failed at message %d of %d
","شکست در پیغام %Id از %Id
",Ubuntu
"Failed to retrieve message
","بازیابی پیغام شکست خورد
",Ubuntu
"Invalid arguments to (system-flag)
","آرکومان های نامعتبر برای (sysyem-flag)
",Ubuntu
"Invalid arguments to (user-tag)
","آرگومان‌های نامعتبر برای (user-tag)
",Ubuntu
"Error executing filter search: %s: %s
","خطا در اجرای صافی جستجو: %s: %s
",Ubuntu
"Moving messages
","در حال جابه‌جایی پیغام‌ها
",Ubuntu
"Copying messages
","در حال نسخه‌برداری از پیغام‌ها
",Ubuntu
"Cannot parse search expression: %s: %s
","نمی‌توان عبارت جستجو را تجزیه کرد: %s: ‏%s
",Ubuntu
"Error executing search expression: %s: %s
","خطا در اجرای عبارت جستجو: %s: ‏%s
",Ubuntu
"Failed to execute gpg: %s
","اجرای gpg شکست خورد: %s
",Ubuntu
"Unknown
","نامعلوم
",Ubuntu
"Unexpected GnuPG status message encountered: %s
","با پیغام وضعیت GnuPG غیرمنتظره‌ای برخورد شد: ‏%s
",Ubuntu
"Failed to parse gpg userid hint.
","تجزیه‌ی راهنمای شناسه‌ی کاربر gpg شکست خورد.
",Ubuntu
"Failed to parse gpg passphrase request.
","تجزیه‌ی درخواست اسم شب gpg شکست خورد.
",Ubuntu
"You need a passphrase to unlock the key for user: ""%s""
","برای باز کردن کلید کاربر یک اسم شب لازم است: ‏«%s»
",Ubuntu
"Failed to unlock secret key: 3 bad passphrases given.
","باز کردن کلید سری شکست خورد: ۳ اسم شب غلط داده شد.
",Ubuntu
"Unexpected response from GnuPG: %s
","پاسخ غیرمنتظره از GnuPG‏: %s
",Ubuntu
"Failed to encrypt: No valid recipients specified.
","رمزنگاری شکست خورد: گیرنده‌ی معتبری مشخص نشده است.
",Ubuntu
"Failed to execute gpg.
","اجرای gpg شکست خورد.
",Ubuntu
"Cannot verify message signature: Incorrect message format
","نمی‌توان امضای پیغام را تأیید کرد: قالب پیغام نادرست است
",Ubuntu
"This is a digitally encrypted message part
","این قسمت از پیغام به طور دیجیتال رمزنگاری شده است
",Ubuntu
"Cannot decrypt message: Incorrect message format
","نمی‌توان پیغام را رمزگشایی کرد: قالب پیغام نادرست است
",Ubuntu
"Failed to decrypt MIME part: protocol error
","رمزگشایی قسمت MIME شکست خورد: خطای قرارداد
",Ubuntu
"Encrypted content
","محتویات رمزنگاری شده
",Ubuntu
"Failed to connect to IMAP server %s in secure mode: %s
","اتصال به کارگزار IMAP ‏%s در حالت امن شکست خورد: %s
",Ubuntu
"STARTTLS not supported
","پشتیبانی نمی‌شود STARTTLS
",Ubuntu
"IMAP server does not support quotas
",".
",Ubuntu
"Inbox
","دریافتی
",Ubuntu
"IMAP server %s
","‏‏کارگزار IMAP ‏%s
",Ubuntu
"IMAP service for %s on %s
","سرویس IMAP برای %s در %s
",Ubuntu
"Password
","گذرواژه
",Ubuntu
"This option will connect to the IMAP server using a plaintext password.
","این گزینه با استفاده از گذرواژه‌ی متن ساده به کارگزار IMAP متصل خواهد شد.
",Ubuntu
"No such folder %s
","پوشه‌ی %s وجود ندارد
",Ubuntu
"The folder name ""%s"" is invalid because it contains the character ""%c""
","نام پرونده‌ی «%s» نامعتبر است چون حاوی نویسه‌ی «%c» است
",Ubuntu
"Unknown parent folder: %s
","پوشه‌ی پدر ناشناخته: %s
",Ubuntu
"The parent folder is not allowed to contain subfolders
","پوشه‌ی پدر اجازه‌ی داشتن زیرپوشه را ندارد
",Ubuntu
"Could not create lock file for %s: %s
","ایجاد پرونده‌ی قفل برای %s ممکن نبود: %s
",Ubuntu
"Failed to get lock using fcntl(2): %s
","گرفتن قفل با استفاده از fcntl(2) شکست خورد: %s
",Ubuntu
"Failed to get lock using flock(2): %s
","گرفتن قفل با استفاده از flock(2) شکست خورد: %s
",Ubuntu
"Cannot build locking helper pipe: %s
","نمی‌توان لوله‌ی کمک قفل کننده را ساهت: %s
",Ubuntu
"Cannot fork locking helper: %s
","نمی‌توان کمک قفل کننده را منشعب کرد: %s
",Ubuntu
"Could not lock '%s'
","قفل کردن '%s' ممکن نبود
",Ubuntu
"Could not check mail file %s: %s
","بررسی پرونده‌ی نامه‌ی %s ممکن نبود: %s
",Ubuntu
"Could not open mail file %s: %s
","باز کردن پرونده‌ی نامه‌ی %s ممکن نبود: %s
",Ubuntu
"Could not open temporary mail file %s: %s
","باز کردن پرونده‌ی موقت نامه‌ی %s ممکن نبود: %s
",Ubuntu
"Failed to store mail in temp file %s: %s
","ذخیره‌ی نامه در پرونده‌ی موقت %s شکست خورد: %s
",Ubuntu
"Could not create pipe: %s
","ایجاد لوله ممکن نبود: %s
",Ubuntu
"Could not fork: %s
","دادن انشعاب ممکن نبود: %s
",Ubuntu
"Movemail program failed: %s
","برنامه‌ی movemail شکست خورد: %s
",Ubuntu
"(Unknown error)
","(خطای نامعلوم)
",Ubuntu
"Error reading mail file: %s
","خطا در خواندن پرونده‌ی نامه: %s
",Ubuntu
"Error writing mail temp file: %s
","خطا در نوشتن پرونده‌ی موقت نامه: %s
",Ubuntu
"Error copying mail temp file: %s
","خطا در نسخه‌برداری از پرونده‌ی موقت نامه: %s
",Ubuntu
"parse error
","خطا در تجزیه
",Ubuntu
"Resolving: %s
","در حال تحویل: %s
",Ubuntu
"Host lookup failed
","گشتن به دنیال میزبان شکست خورد
",Ubuntu
"Resolving address
","در حال تحویل نشانی
",Ubuntu
"Name lookup failed
","گشتن به دنبال نام شکست خورد
",Ubuntu
"Name lookup failed: %s
","گشتن به دنبال نام شکست خورد: %s
",Ubuntu
"Syncing messages in folder '%s' to disk
","‌در حال همگام‌سازی پیغام‌های پوشه‌ی «%s» در دیسک
",Ubuntu
"For reading mail as a query of another set of folders
","برای خواندن نامه به عنوان پرس و جویی از یک مجموعه پوشه‌ی دیگر
",Ubuntu
"Could not load %s: %s
","بار کردن %s ممکن نبود: %s
",Ubuntu
"Could not load %s: No initialization code in module.
","نمی‌توان %s را بار کرد: کد راه‌اندازی در پیمانه وجود ندارد.
",Ubuntu
"Anonymous
","گمنامانه
",Ubuntu
"This option will connect to the server using an anonymous login.
","این گزینه با استفاده از ورود گمنامانه به سیستم به کارگزار متصل خواهد شد.
",Ubuntu
"Authentication failed.
","تأیید هویت شکست خورد.
",Ubuntu
"CRAM-MD5
","CRAM-MD5
",Ubuntu
"This option will connect to the server using a secure CRAM-MD5 password, if the server supports it.
","این گزینه در صورت پشتیبانی کارگزار، با استفاده از یک گذرواژه‌ی امن CRAM-MD5 به آن متصل خواهد شد.
",Ubuntu
"DIGEST-MD5
","DIGEST-MD5
",Ubuntu
"This option will connect to the server using a secure DIGEST-MD5 password, if the server supports it.
","این گزینه در صورت پشتیبانی کارگزار، با استفاده از یک گذرواژه‌ی امن DIGEST-MD4 به آن متصل خواهد شد.
",Ubuntu
"Server response did not contain authorization data
","پاسخ کارگزار حاوی داده‌های تأیید هویت نبود
",Ubuntu
"Server response contained incomplete authorization data
","پاسخ کارگزار حاوی داده‌های تأیید هویت ناقص بود
",Ubuntu
"Server response does not match
","پاسخ کارگزار مطابقت نمی‌کند
",Ubuntu
"GSSAPI
","GSSAPI
",Ubuntu
"This option will connect to the server using Kerberos 5 authentication.
","این گزینه با استفاده از تأیید هویت Kerberos 5 به کارگزار متصل می‌شود.
",Ubuntu
"Bad authentication response from server.
","پاسخ تأیید هویت نامناسب از کارگزار.
",Ubuntu
"Unsupported security layer.
","لایه‌ی امنیتی پشتیبانی نشده.
",Ubuntu
"Login
","ورود به سیستم
",Ubuntu
"This option will connect to the server using a simple password.
","این گزینه با استفاده از گذرواژه‌ی ساده به کارگزار متصل می‌شود.
",Ubuntu
"Unknown authentication state.
","وضعیت تأیید هویت نامعلوم
",Ubuntu
"NTLM / SPA
","NTLM / SPA
",Ubuntu
"This option will connect to a Windows-based server using NTLM / Secure Password Authentication.
","این گزینه با استفاده از تأیید هویت با گذرواژه‌ی امن NTLM به یک کارگزار ویندوزی متصل می‌شود
",Ubuntu
"PLAIN
","PLAIN
",Ubuntu
"POP before SMTP
","POP قبل از SMTP
",Ubuntu
"This option will authorise a POP connection before attempting SMTP
","این گزینه پیش از تلاش برای اتصال SMTP یک اتصال POP را تأیید هویت خواهد کرد
",Ubuntu
"Regular expression compilation failed: %s: %s
","ترجمه‌ی عبارت منظم شکست خورد: %s‏: %s
",Ubuntu
"Forwarding messages is not supported
","IMAP
",Ubuntu
"Cannot create CMS message
","نمی‌توان پیغام CMS را ایجاد کرد
",Ubuntu
"Cannot create CMS signed data
","نمی‌توان داده‌های امضا شده‌ی CMS را ایجاد کرد
",Ubuntu
"Cannot attach CMS signed data
","نمی‌توان داده‌های امضا شده‌ی CMS را پیوست کرد
",Ubuntu
"Cannot attach CMS data
","نمی‌توان داده‌های CMS را پیوست کرد
",Ubuntu
"Cannot create CMS Signer information
","نمی‌توان اطلاعات امضا کننده‌ی CMS را ایجاد کرد
",Ubuntu
"Cannot add CMS Signing time
","نمی‌توان زمان امضای CMS را اضافه کرد
",Ubuntu
"Cannot add SMIMEEncKeyPrefs attribute
","نمی‌توان مشخصه‌ی SMIMEEncKeyPrefs را اضافه کرد
",Ubuntu
"Cannot add MS SMIMEEncKeyPrefs attribute
","نمی‌توان مشخصهی MS SMIMEEncKeyPrefs را اضافه کرد
",Ubuntu
"Cannot add encryption certificate
","نمی‌توان گواهی رمزنگاری را اضافه کرد
",Ubuntu
"Cannot add CMS Signer information
","نمی‌توان اطلاعات امضا کننده‌ی CMS را اضافه کرد
",Ubuntu
"Unverified
","تأیید نشده
",Ubuntu
"Good signature
","امضای مناسب
",Ubuntu
"Bad signature
","امضای نامناسب
",Ubuntu
"Signing certificate not found
","گواهی امضا پیدا نشد
",Ubuntu
"Signing certificate not trusted
","گواهی امضا مورد اعتماد نیست
",Ubuntu
"Signature algorithm unknown
","الگوریتم امضای نامعلوم
",Ubuntu
"Signature algorithm unsupported
","الگوریتم امضای پشتیبانی نشده
",Ubuntu
"Malformed signature
","امضای معیوب
",Ubuntu
"Processing error
","خطای پردازش
",Ubuntu
"No signed data in signature
","داده‌های امضا شده در امضا نیست
",Ubuntu
"Signer: %s : %s
","امضا کننده: %s ‏‏: %s
",Ubuntu
"Failed to add data to CMS encoder
","اضافه‌کردن داده‌ها به رمزنگار CMS شکست خورد
",Ubuntu
"Failed to encode data
","کدگذاری داده‌ها شکست خورد
",Ubuntu
"Decoder failed
","کدگشا شکست خورد
",Ubuntu
"Cannot create CMS Message
","نمی‌توان پیغام CMS را ایجاد کرد
",Ubuntu
"Cannot attach CMS data object
","نمی‌توان شیء داده‌ای CMS را ایجاد کرد
",Ubuntu
"Cannot create CMS Recipient information
","نمی‌توان اطلاعات گیرنده‌ی CMS را ایجاد کرد
",Ubuntu
"Trash
","زباله‌دان
",Ubuntu
"Junk
","آشغال
",Ubuntu
"Cannot create folder: %s: folder exists
","نمی‌توان پوشه را ایجاد کرد: %s: پوشه وجود دارد
",Ubuntu
"Cannot delete folder: %s: Invalid operation
","نمی‌توان پوشه را حذف کرد: %s: عملیات نامعتبر
",Ubuntu
"Cannot rename folder: %s: Invalid operation
","نمی‌توان نام پوشه را تغییر داد: %s: عملیات نامعتبر
",Ubuntu
"Connection cancelled
","از اتصال صرف نظر شد
",Ubuntu
"Could not connect with command ""%s"": %s
","اتصال با فرمان «%s» ممکن نبود: %s
",Ubuntu
